"Id Empenho";"Código Empenho";"Código Empenho Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Tipo Empenho";"Espécie Empenho";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Esfera Orçamentária";"Esfera Orçamentária";"Código Tipo Crédito";"Tipo Crédito";"Código Grupo Fonte Recurso";"Grupo Fonte Recurso";"Código Fonte Recurso";"Fonte Recurso";"Código Unidade Orçamentária";"Unidade Orçamentária";"Código Função";"Função";"Código SubFunção";"SubFunção";"Código Programa";"Programa";"Código Ação";"Ação";"Linguagem Cidadã";"Código Subtítulo (Localizador)";"Subtítulo (Localizador)";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo";"Autor Emenda";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Processo";"Modalidade de Licitação";"Inciso";"Amparo";"Referência de Dispensa ou Inexigibilidade";"Código Convênio";"Contrato de Repasse / Termo de Parceria / Outros";"Valor Original do Empenho";"Valor do Empenho Convertido pra R$";"Valor Utilizado na Conversão"
"562252150";"167166000012024NE000127";"2024NE000127";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167166";"HOSPITAL GERAL DE BELEM";"00001";"TESOURO NACIONAL";"11162355000101";"ACCEB - ASSISTENCIA CLINICA EM CONSULTAS E EXAMES DE BE";"2024NC400350-DGP,03 JAN 24.?INEX 16/2020,CONTRATO 04/2020,3 TERMO(VIG 28 JUL 23 A 29 JUL 24)UGG.?PAG.OCS CONF.DFD 04/FUSEX,04 JAN 24.?RCB 05 JAN 24.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"64575000057202462";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"603,10";"603,10";"1,0000"
"562249756";"167495000012024NE000100";"2024NE000100";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167495";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"00001";"TESOURO NACIONAL";"01645409000390";"AUTO SUTURE DO BRASIL LTDA.";"33.90.30.43 ? NUP: 64584.030425/2022-26- MAPA/NC 402151- DGP - ?PE: 55/2022 - UASG 160495 - HMASP ??CDM: 230785 - PACIENTE: F.J.S.M - DC: 24/11/2023?AQ MATERIAL PARA REABILITACAO PROFISSIONAL";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"64584030425202226";"Pregão";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"2063,00";"2063,00";"1,0000"
"562257345";"167166000012024NE000136";"2024NE000136";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167166";"HOSPITAL GERAL DE BELEM";"00001";"TESOURO NACIONAL";"32989115000147";"ENDOX METODOS DIAGNOSTICOS LTDA";"2024NC400350-DGP,03 JAN 24.?INEX 06/2022,CONTRATO 142/2022,1 TERMO(VIG 01 JUL 23 A 30 JUN 24)UGG.?PAG.OCS CONF.DFD 04/FUSEX,04 JAN 24.?RCB 05 JAN 24.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"64575000057202462";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"535,09";"535,09";"1,0000"
"562256351";"167495000012024NE000082";"2024NE000082";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167495";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"00001";"TESOURO NACIONAL";"64815897000194";"TRIUNFAL MARILIA COMERCIAL LIMITADA";"33.90.30.11 NUP 64584011310/2023-13 2024NC401101 DGP?PE 36/2023 UASG 160495 HMASP?AQUISICAO DE MATERIAL QUIMICO";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"64584011310/2023-13";"Pregão";"I";"LEI 14.133/2021";"-2";"-1";"NAO SE APLICA";"15655,00";"15655,00";"1,0000"
"562249424";"167002000012024NE000022";"2024NE000022";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167002";"COMANDO DE FRONTEIRA ACRE/4 BIS";"00001";"TESOURO NACIONAL";"08721548000132";"MACEDO DIAGNOSTICOS & IMAGEM LTDA";"339039 - 50 PRESTACAO DE SERVICOS MEDICOS, HOSPITALAR E AMBULATORIAIS?REF: MAPA SIPEO E 2024NC 400473 - DGP, DE 03 JAN 24, DIEX NR 37 - FUSEX, 04 JAN 24? TA 40/2023 TC 25/2021.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0007";"ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"65323009400202035";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"99853,98";"99853,98";"1,0000"
"562252149";"167002000012024NE000028";"2024NE000028";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167002";"COMANDO DE FRONTEIRA ACRE/4 BIS";"00001";"TESOURO NACIONAL";"24884762000166";"HOSPITAL DO RIM - ACRE LTDA";"339039 - 50 PRESTACAO DE SERVICOS MEDICOS, HOSPITALAR E AMBULATORIAIS?REF: MAPA SIPEO E 2024NC 400473 - DGP, DE 03 JAN 24, DIEX NR 17 - FUSEX, 04 JAN 24? TA 18/2023 TC 02/2022.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0007";"ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"65323011635202278";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"323569,69";"323569,69";"1,0000"
"562244674";"330025000012024NE000010";"2024NE000010";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"33000";"Ministério da Previdência Social";"33000";"Ministério da Previdência Social - Unidades";"330025";"FOLHA DE PAGAMENTO - MPS";"00001";"TESOURO NACIONAL";"170010";"SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"EMPENHO DESTINADO AO RECOLHIMENTO DA PARTE PATRONAL PARA OS SERVIDORES ATIVOS - MPS - EXERCICIOS ANTERIORES.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"33101";"MINISTERIO DA PREVIDENCIA SOCIAL";"09";"Previdência social";"846";"Outros encargos especiais";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"";"09HB0001";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQ - NACIONAL";"0000";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"91";"Aplicação Direta Decorrente de Operação entre ";"92";"Despesas de Exercícios Anteriores";"10199.000201/2024-76";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"250000,00";"250000,00";"1,0000"
"562245058";"330025000012024NE000013";"2024NE000013";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"33000";"Ministério da Previdência Social";"33000";"Ministério da Previdência Social - Unidades";"330025";"FOLHA DE PAGAMENTO - MPS";"00001";"TESOURO NACIONAL";"330025";"FOLHA DE PAGAMENTO - MPS";"ATENDER DESPESAS COM AUXILIO NATALIDADE DOS SERVIDORES ATIVOS DO MPS - CORRENTE EXERCICIO";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"12";"RECURSOS DEST.A MANUT.E DES.DO ENSINO";"33101";"MINISTERIO DA PREVIDENCIA SOCIAL";"09";"Previdência social";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"";"212B0001";"BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIONAL";"0009";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"08";"Outros Benefícios Assistenciais do servidor ";"10199.000201/2024-76";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"511269,00";"511269,00";"1,0000"
"562241528";"158146264312024NE000031";"2024NE000031";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"26000";"Ministério da Educação";"26431";"Instituto Federal do Piauí";"158146";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"26431";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"158146";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"VALOR EMPENHADO PARA PAGAMENTO DE FOLHA DE PESSOAL/2024 - AUXILIO-TRANSPORTE, REF A DESPESAS DE EXERCICIOS ANTERIORES.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"26431";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"12";"Educação";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"";"212B0022";"BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ESTADO DO PIAUI";"0003";"AUXILIO-TRANSPORTE DE CIVIS ATIVOS";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"92";"Despesas de Exercícios Anteriores";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"5000,00";"5000,00";"1,0000"
"562248371";"240017000012024NE000071";"2024NE000071";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unida";"240017";"ESCRITORIO FINANCEIRO EM NOVA IORQUE";"00001";"TESOURO NACIONAL";"EXEMKTMDU";"EMBAIXADA DO BRASIL EM KATMANDU";"CONCESSAO DE ADIANTAMENTO A REDE DE POSTOS NO EXTERIOR";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"35101";"MINISTERIO DAS RELACOES EXTERIORES";"07";"Relações exteriores";"211";"Relações diplomáticas";"2316";"RELACOES INTERNACIONAIS E ASSISTENCIA A BRASILEIRAS E BRASILEIROS NO EXTERIOR";"20WW";"RELACOES E NEGOCIACOES BILATERAIS";"";"20WW0002";"RELACOES E NEGOCIACOES BILATERAIS   - EXTERIOR";"000D";"CODIGO INEXISTENTE NO SIAFI";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"EXEC-22/2024";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"12000,00";"58095,60";"0,2066"
"562248693";"240017000012024NE000099";"2024NE000099";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unida";"240017";"ESCRITORIO FINANCEIRO EM NOVA IORQUE";"00001";"TESOURO NACIONAL";"EXVCECCON";"VICE-CONSULADO DO BRASIL EM ENCARNACION";"CONCESSAO DE ADIANTAMENTO A REDE DE POSTOS NO EXTERIOR";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"35101";"MINISTERIO DAS RELACOES EXTERIORES";"07";"Relações exteriores";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000002";"ADMINISTRACAO DA UNIDADE       - EXTERIOR";"000A";"TECNOLOGIA DA INFORMACAO E SISTEMAS INTERNOS DE COMUNICACAO DO MRE, NO EXTERIOR";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"40";"Serviços de Tecnologia da Informação e Com";"EXEC-31/2024";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"700,00";"3388,91";"0,2066"
"562243247";"240017000012024NE000093";"2024NE000093";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unida";"240017";"ESCRITORIO FINANCEIRO EM NOVA IORQUE";"00001";"TESOURO NACIONAL";"EXEMHARAR";"EMBAIXADA DO BRASIL EM HARARE";"CONCESSAO DE ADIANTAMENTO A REDE DE POSTOS NO EXTERIOR";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"35101";"MINISTERIO DAS RELACOES EXTERIORES";"07";"Relações exteriores";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000002";"ADMINISTRACAO DA UNIDADE       - EXTERIOR";"000A";"TECNOLOGIA DA INFORMACAO E SISTEMAS INTERNOS DE COMUNICACAO DO MRE, NO EXTERIOR";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"40";"Serviços de Tecnologia da Informação e Com";"EXEC-31/2024";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"1602,00";"7755,76";"0,2066"
"562246258";"240017000012024NE000088";"2024NE000088";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unida";"240017";"ESCRITORIO FINANCEIRO EM NOVA IORQUE";"00001";"TESOURO NACIONAL";"EXEMBACRA";"EMBAIXADA DO BRASIL EM ACRA";"CONCESSAO DE ADIANTAMENTO A REDE DE POSTOS NO EXTERIOR";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"35101";"MINISTERIO DAS RELACOES EXTERIORES";"07";"Relações exteriores";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000002";"ADMINISTRACAO DA UNIDADE       - EXTERIOR";"000A";"TECNOLOGIA DA INFORMACAO E SISTEMAS INTERNOS DE COMUNICACAO DO MRE, NO EXTERIOR";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"40";"Serviços de Tecnologia da Informação e Com";"EXEC-31/2024";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"2100,00";"10166,73";"0,2066"
"562243403";"240017000012024NE000086";"2024NE000086";"12/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unida";"240017";"ESCRITORIO FINANCEIRO EM NOVA IORQUE";"00001";"TESOURO NACIONAL";"EXCGCDEST";"CONSULADO-GERAL DO BRASIL EM CIUDAD DEL ESTE";"CONCESSAO DE ADIANTAMENTO A REDE DE POSTOS NO EXTERIOR";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"35101";"MINISTERIO DAS RELACOES EXTERIORES";"07";"Relações exteriores";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000002";"ADMINISTRACAO DA UNIDADE       - EXTERIOR";"000A";"TECNOLOGIA DA INFORMACAO E SISTEMAS INTERNOS DE COMUNICACAO DO MRE, NO EXTERIOR";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"40";"Serviços de Tecnologia da Informação e Com";"EXEC-31/2024";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"1386,00";"6710,04";"0,2066"
"562244676";"167166000012024NE000137";"2024NE000137";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167166";"HOSPITAL GERAL DE BELEM";"00001";"TESOURO NACIONAL";"04290944000100";"HOSPITAL DO CORACAO DO PARA LTDA";"2024NC400350-DGP,03 JAN 24.?INEX 15/2019,CONTRATO 03/2020,4 TERMO(VIG 01 JAN 24 A 31 DEZ 24)UGG.?PAG.OCS CONF.DFD 04/FUSEX,04 JAN 24.?RCB 05 JAN 24.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"64575000057202462";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"342,06";"342,06";"1,0000"
"562256415";"167166000012024NE000139";"2024NE000139";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167166";"HOSPITAL GERAL DE BELEM";"00001";"TESOURO NACIONAL";"36140500000176";"J M FISIOTERAPIA LTDA";"2024NC400350-DGP,03 JAN 24.?INEX 10/2020,CONTRATO 02/2020,4 TERMO(VIG 01 JAN 24 A 31 DEZ 24)UGG.?PAG.OCS CONF.DFD 04/FUSEX,04 JAN 24.?RCB 05 JAN 24.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"64575000057202462";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"2276,00";"2276,00";"1,0000"
"562253274";"167166000012024NE000138";"2024NE000138";"12/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167166";"HOSPITAL GERAL DE BELEM";"00001";"TESOURO NACIONAL";"04286263000160";"INSTITUTO DE OLHOS DE BELEM S/C LTDA";"2024NC400350-DGP,03 JAN 24.?INEX 03/2020,CONTRATO 03/2020,4 TERMO(VIG 01 JAN 24 A 31 DEZ 24)UGG.?PAG.OCS CONF.DFD 04/FUSEX,04 JAN 24.?RCB 05 JAN 24.";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"05";"TESTE";"52921";"FUNDO DO EXERCITO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040001";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL";"0003";"ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"64575000057202462";"Inexigível";"SI";"LEI 8.666 / 1993";"-2";"-1";"NAO SE APLICA";"1082,52";"1082,52";"1,0000"
